instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,usage_level
548,2012-07-01,Fall,1,7,0,0,0,Clear,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,High Usage
549,2012-07-02,Fall,1,7,0,1,1,Clear,0.781667,0.702038,0.447083,0.195267,904,5323,6227,High Usage
550,2012-07-03,Fall,1,7,0,2,1,Clear,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,High Usage
551,2012-07-04,Fall,1,7,1,3,0,Clear,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,High Usage
552,2012-07-05,Fall,1,7,0,4,1,Clear,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,High Usage
553,2012-07-06,Fall,1,7,0,5,1,Clear,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,High Usage
554,2012-07-07,Fall,1,7,0,6,0,Clear,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Medium Usage
555,2012-07-08,Fall,1,7,0,0,0,Clear,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Medium Usage
556,2012-07-09,Fall,1,7,0,1,1,Mist,0.710833,0.654054,0.683333,0.180975,998,5571,6569,High Usage
557,2012-07-10,Fall,1,7,0,2,1,Mist,0.720833,0.664796,0.6675,0.151737,954,5336,6290,High Usage
558,2012-07-11,Fall,1,7,0,3,1,Clear,0.716667,0.650271,0.633333,0.151733,975,6289,7264,High Usage
559,2012-07-12,Fall,1,7,0,4,1,Clear,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,High Usage
560,2012-07-13,Fall,1,7,0,5,1,Mist,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,High Usage
561,2012-07-14,Fall,1,7,0,6,0,Mist,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,High Usage
562,2012-07-15,Fall,1,7,0,0,0,Clear,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,High Usage
563,2012-07-16,Fall,1,7,0,1,1,Clear,0.763333,0.724125,0.645,0.164187,1088,5742,6830,High Usage
564,2012-07-17,Fall,1,7,0,2,1,Clear,0.818333,0.755683,0.505833,0.114429,921,5865,6786,High Usage
565,2012-07-18,Fall,1,7,0,3,1,Clear,0.793333,0.745583,0.577083,0.137442,799,4914,5713,High Usage
566,2012-07-19,Fall,1,7,0,4,1,Clear,0.77,0.714642,0.600417,0.165429,888,5703,6591,High Usage
567,2012-07-20,Fall,1,7,0,5,1,Mist,0.665833,0.613025,0.844167,0.208967,747,5123,5870,High Usage
568,2012-07-21,Fall,1,7,0,6,0,Light Snow,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Medium Usage
569,2012-07-22,Fall,1,7,0,0,0,Mist,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,High Usage
570,2012-07-23,Fall,1,7,0,1,1,Clear,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,High Usage
571,2012-07-24,Fall,1,7,0,2,1,Clear,0.750833,0.70645,0.655,0.211454,1140,6452,7592,High Usage
572,2012-07-25,Fall,1,7,0,3,1,Clear,0.724167,0.654054,0.45,0.1648,1383,6790,8173,High Usage
573,2012-07-26,Fall,1,7,0,4,1,Clear,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,High Usage
574,2012-07-27,Fall,1,7,0,5,1,Clear,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,High Usage
575,2012-07-28,Fall,1,7,0,6,0,Clear,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,High Usage
576,2012-07-29,Fall,1,7,0,0,0,Clear,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,High Usage
577,2012-07-30,Fall,1,7,0,1,1,Clear,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,High Usage
578,2012-07-31,Fall,1,7,0,2,1,Clear,0.713333,0.662896,0.704167,0.165425,968,6248,7216,High Usage
579,2012-08-01,Fall,1,8,0,3,1,Clear,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,High Usage
580,2012-08-02,Fall,1,8,0,4,1,Clear,0.7525,0.707088,0.659583,0.129354,983,6278,7261,High Usage
581,2012-08-03,Fall,1,8,0,5,1,Mist,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,High Usage
582,2012-08-04,Fall,1,8,0,6,0,Clear,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,High Usage
583,2012-08-05,Fall,1,8,0,0,0,Clear,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Medium Usage
584,2012-08-06,Fall,1,8,0,1,1,Mist,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,High Usage
585,2012-08-07,Fall,1,8,0,2,1,Mist,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,High Usage
586,2012-08-08,Fall,1,8,0,3,1,Mist,0.75,0.707717,0.672917,0.1107,1263,6271,7534,High Usage
587,2012-08-09,Fall,1,8,0,4,1,Clear,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,High Usage
588,2012-08-10,Fall,1,8,0,5,1,Mist,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,High Usage
589,2012-08-11,Fall,1,8,0,6,0,Mist,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,High Usage
590,2012-08-12,Fall,1,8,0,0,0,Clear,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,High Usage
591,2012-08-13,Fall,1,8,0,1,1,Clear,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,High Usage
592,2012-08-14,Fall,1,8,0,2,1,Clear,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,High Usage
593,2012-08-15,Fall,1,8,0,3,1,Clear,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,High Usage
594,2012-08-16,Fall,1,8,0,4,1,Clear,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,High Usage
595,2012-08-17,Fall,1,8,0,5,1,Clear,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,High Usage
596,2012-08-18,Fall,1,8,0,6,0,Clear,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,High Usage
597,2012-08-19,Fall,1,8,0,0,0,Mist,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Medium Usage
598,2012-08-20,Fall,1,8,0,1,1,Mist,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,High Usage
599,2012-08-21,Fall,1,8,0,2,1,Clear,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,High Usage
600,2012-08-22,Fall,1,8,0,3,1,Clear,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,High Usage
601,2012-08-23,Fall,1,8,0,4,1,Clear,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,High Usage
602,2012-08-24,Fall,1,8,0,5,1,Mist,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,High Usage
603,2012-08-25,Fall,1,8,0,6,0,Mist,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,High Usage
604,2012-08-26,Fall,1,8,0,0,0,Mist,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Medium Usage
605,2012-08-27,Fall,1,8,0,1,1,Clear,0.703333,0.654688,0.730417,0.128733,989,5928,6917,High Usage
606,2012-08-28,Fall,1,8,0,2,1,Clear,0.728333,0.66605,0.62,0.190925,935,6105,7040,High Usage
607,2012-08-29,Fall,1,8,0,3,1,Clear,0.685,0.635733,0.552083,0.112562,1177,6520,7697,High Usage
608,2012-08-30,Fall,1,8,0,4,1,Clear,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,High Usage
609,2012-08-31,Fall,1,8,0,5,1,Clear,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,High Usage
610,2012-09-01,Fall,1,9,0,6,0,Mist,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,High Usage
611,2012-09-02,Fall,1,9,0,0,0,Mist,0.696667,0.649,0.815,0.0640708,2613,3197,5810,High Usage
612,2012-09-03,Fall,1,9,1,1,0,Clear,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,High Usage
613,2012-09-04,Fall,1,9,0,2,1,Clear,0.725833,0.686888,0.755,0.236321,867,5997,6864,High Usage
614,2012-09-05,Fall,1,9,0,3,1,Clear,0.736667,0.708983,0.74125,0.187808,832,6280,7112,High Usage
615,2012-09-06,Fall,1,9,0,4,1,Mist,0.696667,0.655329,0.810417,0.142421,611,5592,6203,High Usage
616,2012-09-07,Fall,1,9,0,5,1,Clear,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,High Usage
617,2012-09-08,Fall,1,9,0,6,0,Mist,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,High Usage
618,2012-09-09,Fall,1,9,0,0,0,Clear,0.61,0.578925,0.5475,0.224496,2570,5657,8227,High Usage
619,2012-09-10,Fall,1,9,0,1,1,Clear,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,High Usage
620,2012-09-11,Fall,1,9,0,2,1,Clear,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,High Usage
621,2012-09-12,Fall,1,9,0,3,1,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,High Usage
622,2012-09-13,Fall,1,9,0,4,1,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,High Usage
623,2012-09-14,Fall,1,9,0,5,1,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,High Usage
624,2012-09-15,Fall,1,9,0,6,0,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,High Usage
625,2012-09-16,Fall,1,9,0,0,0,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333,High Usage
626,2012-09-17,Fall,1,9,0,1,1,Mist,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,High Usage
627,2012-09-18,Fall,1,9,0,2,1,Mist,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Medium Usage
628,2012-09-19,Fall,1,9,0,3,1,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591,High Usage
629,2012-09-20,Fall,1,9,0,4,1,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720,High Usage
630,2012-09-21,Fall,1,9,0,5,1,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,High Usage
631,2012-09-22,Fall,1,9,0,6,0,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395,High Usage
632,2012-09-23,Winter,1,9,0,0,0,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,High Usage
633,2012-09-24,Winter,1,9,0,1,1,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,High Usage
634,2012-09-25,Winter,1,9,0,2,1,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538,High Usage
635,2012-09-26,Winter,1,9,0,3,1,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733,High Usage
636,2012-09-27,Winter,1,9,0,4,1,Mist,0.65,0.607975,0.690833,0.134342,751,6642,7393,High Usage
637,2012-09-28,Winter,1,9,0,5,1,Mist,0.619167,0.585863,0.69,0.164179,1045,6370,7415,High Usage
638,2012-09-29,Winter,1,9,0,6,0,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,High Usage
639,2012-09-30,Winter,1,9,0,0,0,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,High Usage
640,2012-10-01,Winter,1,10,0,1,1,Mist,0.520833,0.512,0.649167,0.0908042,763,6015,6778,High Usage
641,2012-10-02,Winter,1,10,0,2,1,Light Snow,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Medium Usage
642,2012-10-03,Winter,1,10,0,3,1,Mist,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,High Usage
643,2012-10-04,Winter,1,10,0,4,1,Mist,0.6575,0.607975,0.722917,0.117546,891,6437,7328,High Usage
644,2012-10-05,Winter,1,10,0,5,1,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156,High Usage
645,2012-10-06,Winter,1,10,0,6,0,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,High Usage
646,2012-10-07,Winter,1,10,0,0,0,Mist,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Medium Usage
647,2012-10-08,Winter,1,10,1,1,0,Mist,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Medium Usage
648,2012-10-09,Winter,1,10,0,2,1,Mist,0.446667,0.438112,0.761667,0.1903,601,5791,6392,High Usage
649,2012-10-10,Winter,1,10,0,3,1,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691,High Usage
650,2012-10-11,Winter,1,10,0,4,1,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570,High Usage
651,2012-10-12,Winter,1,10,0,5,1,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,High Usage
652,2012-10-13,Winter,1,10,0,6,0,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,High Usage
653,2012-10-14,Winter,1,10,0,0,0,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,High Usage
654,2012-10-15,Winter,1,10,0,1,1,Mist,0.561667,0.53915,0.7075,0.296037,760,5115,5875,High Usage
655,2012-10-16,Winter,1,10,0,2,1,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534,High Usage
656,2012-10-17,Winter,1,10,0,3,1,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461,High Usage
657,2012-10-18,Winter,1,10,0,4,1,Mist,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,High Usage
658,2012-10-19,Winter,1,10,0,5,1,Mist,0.563333,0.537896,0.815,0.134954,753,4671,5424,Medium Usage
659,2012-10-20,Winter,1,10,0,6,0,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,High Usage
660,2012-10-21,Winter,1,10,0,0,0,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824,High Usage
661,2012-10-22,Winter,1,10,0,1,1,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,High Usage
662,2012-10-23,Winter,1,10,0,2,1,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,High Usage
663,2012-10-24,Winter,1,10,0,3,1,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,High Usage
664,2012-10-25,Winter,1,10,0,4,1,Mist,0.55,0.529688,0.800417,0.124375,875,6484,7359,High Usage
665,2012-10-26,Winter,1,10,0,5,1,Mist,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,High Usage
666,2012-10-27,Winter,1,10,0,6,0,Mist,0.53,0.515133,0.72,0.235692,2643,5209,7852,High Usage
667,2012-10-28,Winter,1,10,0,0,0,Mist,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Medium Usage
668,2012-10-29,Winter,1,10,0,1,1,Light Snow,0.44,0.4394,0.88,0.3582,2,20,22,Very Low Usage
669,2012-10-30,Winter,1,10,0,2,1,Mist,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Very Low Usage
670,2012-10-31,Winter,1,10,0,3,1,Mist,0.3575,0.3611,0.666667,0.166667,419,5147,5566,High Usage
671,2012-11-01,Winter,1,11,0,4,1,Mist,0.365833,0.369942,0.581667,0.157346,466,5520,5986,High Usage
672,2012-11-02,Winter,1,11,0,5,1,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847,High Usage
673,2012-11-03,Winter,1,11,0,6,0,Mist,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Medium Usage
674,2012-11-04,Winter,1,11,0,0,0,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Medium Usage
675,2012-11-05,Winter,1,11,0,1,1,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Medium Usage
676,2012-11-06,Winter,1,11,0,2,1,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686,High Usage
677,2012-11-07,Winter,1,11,0,3,1,Mist,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Medium Usage
678,2012-11-08,Winter,1,11,0,4,1,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Medium Usage
679,2012-11-09,Winter,1,11,0,5,1,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992,High Usage
680,2012-11-10,Winter,1,11,0,6,0,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,High Usage
681,2012-11-11,Winter,1,11,0,0,0,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,High Usage
682,2012-11-12,Winter,1,11,1,1,0,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269,High Usage
683,2012-11-13,Winter,1,11,0,2,1,Mist,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Medium Usage
684,2012-11-14,Winter,1,11,0,3,1,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Medium Usage
685,2012-11-15,Winter,1,11,0,4,1,Mist,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Medium Usage
686,2012-11-16,Winter,1,11,0,5,1,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698,High Usage
687,2012-11-17,Winter,1,11,0,6,0,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629,High Usage
688,2012-11-18,Winter,1,11,0,0,0,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Medium Usage
689,2012-11-19,Winter,1,11,0,1,1,Mist,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Medium Usage
690,2012-11-20,Winter,1,11,0,2,1,Mist,0.374167,0.380667,0.685,0.082725,534,5100,5634,High Usage
691,2012-11-21,Winter,1,11,0,3,1,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Medium Usage
692,2012-11-22,Winter,1,11,1,4,0,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Low Usage
693,2012-11-23,Winter,1,11,0,5,1,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Medium Usage
694,2012-11-24,Winter,1,11,0,6,0,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Low Usage
695,2012-11-25,Winter,1,11,0,0,0,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Low Usage
696,2012-11-26,Winter,1,11,0,1,1,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Medium Usage
697,2012-11-27,Winter,1,11,0,2,1,Mist,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Medium Usage
698,2012-11-28,Winter,1,11,0,3,1,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Medium Usage
699,2012-11-29,Winter,1,11,0,4,1,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Medium Usage
700,2012-11-30,Winter,1,11,0,5,1,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,High Usage
701,2012-12-01,Winter,1,12,0,6,0,Mist,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Medium Usage
702,2012-12-02,Winter,1,12,0,0,0,Mist,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Medium Usage
703,2012-12-03,Winter,1,12,0,1,1,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,High Usage
704,2012-12-04,Winter,1,12,0,2,1,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606,High Usage
705,2012-12-05,Winter,1,12,0,3,1,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729,High Usage
706,2012-12-06,Winter,1,12,0,4,1,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Medium Usage
707,2012-12-07,Winter,1,12,0,5,1,Mist,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Medium Usage
708,2012-12-08,Winter,1,12,0,6,0,Mist,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,High Usage
709,2012-12-09,Winter,1,12,0,0,0,Mist,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Low Usage
710,2012-12-10,Winter,1,12,0,1,1,Mist,0.435833,0.435575,0.925,0.190308,329,4841,5170,Medium Usage
711,2012-12-11,Winter,1,12,0,2,1,Mist,0.353333,0.338363,0.596667,0.296037,282,5219,5501,High Usage
712,2012-12-12,Winter,1,12,0,3,1,Mist,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Medium Usage
713,2012-12-13,Winter,1,12,0,4,1,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532,High Usage
714,2012-12-14,Winter,1,12,0,5,1,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611,High Usage
715,2012-12-15,Winter,1,12,0,6,0,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Medium Usage
716,2012-12-16,Winter,1,12,0,0,0,Mist,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Medium Usage
717,2012-12-17,Winter,1,12,0,1,1,Mist,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Medium Usage
718,2012-12-18,Winter,1,12,0,2,1,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557,High Usage
719,2012-12-19,Winter,1,12,0,3,1,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Medium Usage
720,2012-12-20,Winter,1,12,0,4,1,Mist,0.33,0.335217,0.667917,0.132463,314,3814,4128,Medium Usage
721,2012-12-21,Spring,1,12,0,5,1,Mist,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Medium Usage
722,2012-12-22,Spring,1,12,0,6,0,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Low Usage
723,2012-12-23,Spring,1,12,0,0,0,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Low Usage
724,2012-12-24,Spring,1,12,0,1,1,Mist,0.231304,0.2589,0.791304,0.0772304,174,746,920,Very Low Usage
725,2012-12-25,Spring,1,12,1,2,0,Mist,0.291304,0.294465,0.734783,0.168726,440,573,1013,Very Low Usage
726,2012-12-26,Spring,1,12,0,3,1,Light Snow,0.243333,0.220333,0.823333,0.316546,9,432,441,Very Low Usage
727,2012-12-27,Spring,1,12,0,4,1,Mist,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Low Usage
728,2012-12-28,Spring,1,12,0,5,1,Mist,0.253333,0.255046,0.59,0.155471,644,2451,3095,Low Usage
729,2012-12-29,Spring,1,12,0,6,0,Mist,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Very Low Usage
730,2012-12-30,Spring,1,12,0,0,0,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Low Usage
731,2012-12-31,Spring,1,12,0,1,1,Mist,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Low Usage
